"postcode","buurt_naam","buurt_vollcode"
"1016HL",Felix Meritisbuurt,A02c
"1016HM",Felix Meritisbuurt,A02c
"1016HN",Felix Meritisbuurt,A02c
"1016HP",Felix Meritisbuurt,A02c
"1016HR",Felix Meritisbuurt,A02c
"1016HS",Leidsegracht Noord,A02d
"1016HT",Leidsegracht Noord,A02d
"1016HV",Leidsegracht Noord,A02d
"1016HW",Elandsgrachtbuurt,A06g
"1016HX",Elandsgrachtbuurt,A06g
"1016HZ",Passeerdersgrachtbuurt,A06h
"1016JA",Passeerdersgrachtbuurt,A06h
"1016JB",Passeerdersgrachtbuurt,A06h
"1016JC",Passeerdersgrachtbuurt,A06h
"1016KA",Bloemgrachtbuurt,A06c
"1016KB",Bloemgrachtbuurt,A06c
"1016KC",Bloemgrachtbuurt,A06c
"1016KD",Bloemgrachtbuurt,A06c
"1016KE",Bloemgrachtbuurt,A06c
"1016KG",Bloemgrachtbuurt,A06c
"1016KH",Bloemgrachtbuurt,A06c
"1016KJ",Bloemgrachtbuurt,A06c
"1016KK",Bloemgrachtbuurt,A06c
"1016KL",Bloemgrachtbuurt,A06c
"1016KM",Bloemgrachtbuurt,A06c
"1016KN",Bloemgrachtbuurt,A06c
"1016KP",Bloemgrachtbuurt,A06c
"1016KR",Bloemgrachtbuurt,A06c
"1016KS",Bloemgrachtbuurt,A06c
"1016KT",Bloemgrachtbuurt,A06c
"1016KV",Bloemgrachtbuurt,A06c
"1016KW",Bloemgrachtbuurt,A06c
"1016KX",Bloemgrachtbuurt,A06c
"1016KZ",Bloemgrachtbuurt,A06c
"1016LA",Bloemgrachtbuurt,A06c
"1016LB",Bloemgrachtbuurt,A06c
"1016LC",Bloemgrachtbuurt,A06c
"1016LD",Bloemgrachtbuurt,A06c
"1016LE",Bloemgrachtbuurt,A06c
"1016LG",Bloemgrachtbuurt,A06c
"1016LH",Bloemgrachtbuurt,A06c
"1016LJ",Bloemgrachtbuurt,A06c
"1016LK",Bloemgrachtbuurt,A06c
"1016LL",Bloemgrachtbuurt,A06c
"1016LM",Bloemgrachtbuurt,A06c
"1016LN",Bloemgrachtbuurt,A06c
"1016LP",Elandsgrachtbuurt,A06g
"1016LR",Elandsgrachtbuurt,A06g
"1016LS",Elandsgrachtbuurt,A06g
"1016LT",Elandsgrachtbuurt,A06g
"1016LV",Elandsgrachtbuurt,A06g
"1016LW",Elandsgrachtbuurt,A06g
"1016LX",Elandsgrachtbuurt,A06g
"1016LZ",Elandsgrachtbuurt,A06g
"1016MA",Elandsgrachtbuurt,A06g
"1016MB",Elandsgrachtbuurt,A06g
"1016MC",Elandsgrachtbuurt,A06g
"1016NA",Elandsgrachtbuurt,A06g
"1016NB",Bloemgrachtbuurt,A06c
"1016NC",Bloemgrachtbuurt,A06c
"1016ND",Bloemgrachtbuurt,A06c
"1016NE",Bloemgrachtbuurt,A06c
"1016NG",Bloemgrachtbuurt,A06c
"1016NH",Bloemgrachtbuurt,A06c
"1016NJ",Bloemgrachtbuurt,A06c
"1016NK",Bloemgrachtbuurt,A06c
"1016NL",Bloemgrachtbuurt,A06c
"1016NM",Elandsgrachtbuurt,A06g
"1016NN",Elandsgrachtbuurt,A06g
"1016NP",Elandsgrachtbuurt,A06g
"1016NR",Elandsgrachtbuurt,A06g
"1016NS",Elandsgrachtbuurt,A06g
"1016NT",Elandsgrachtbuurt,A06g
"1016NV",Elandsgrachtbuurt,A06g
"1016NX",Elandsgrachtbuurt,A06g
"1016NZ",Elandsgrachtbuurt,A06g
"1016PA",Elandsgrachtbuurt,A06g
"1016PB",Elandsgrachtbuurt,A06g
"1016PC",Elandsgrachtbuurt,A06g
"1016PD",Elandsgrachtbuurt,A06g
"1016PE",Elandsgrachtbuurt,A06g
"1016PG",Elandsgrachtbuurt,A06g
"1016PH",Elandsgrachtbuurt,A06g
"1016PJ",Elandsgrachtbuurt,A06g
"1016PK",Elandsgrachtbuurt,A06g
"1016PL",Elandsgrachtbuurt,A06g
"1016PM",Elandsgrachtbuurt,A06g
"1016PN",Elandsgrachtbuurt,A06g
"1016PP",Elandsgrachtbuurt,A06g
"1016PR",Elandsgrachtbuurt,A06g
"1016PS",Elandsgrachtbuurt,A06g
"1016PT",Elandsgrachtbuurt,A06g
"1016PV",Elandsgrachtbuurt,A06g
"1016PW",Elandsgrachtbuurt,A06g
"1016PX",Elandsgrachtbuurt,A06g
"1016PZ",Elandsgrachtbuurt,A06g
"1016RA",Elandsgrachtbuurt,A06g
"1016RB",Elandsgrachtbuurt,A06g
"1016RC",Elandsgrachtbuurt,A06g
"1016RD",Elandsgrachtbuurt,A06g
"1016RE",Elandsgrachtbuurt,A06g
"1016RG",Elandsgrachtbuurt,A06g
"1016RH",Elandsgrachtbuurt,A06g
"1016RJ",Elandsgrachtbuurt,A06g
"1016RK",Elandsgrachtbuurt,A06g
"1016RL",Elandsgrachtbuurt,A06g
"1016RM",Elandsgrachtbuurt,A06g
"1016RN",Elandsgrachtbuurt,A06g
"1016RP",Elandsgrachtbuurt,A06g
"1016RR",Elandsgrachtbuurt,A06g
"1016RS",Elandsgrachtbuurt,A06g
"1016RT",Elandsgrachtbuurt,A06g
"1016RV",Elandsgrachtbuurt,A06g
"1016RW",Elandsgrachtbuurt,A06g
"1016RX",Elandsgrachtbuurt,A06g
"1016RZ",Elandsgrachtbuurt,A06g
"1016SB",Elandsgrachtbuurt,A06g
"1016SC",Elandsgrachtbuurt,A06g
"1016SG",Elandsgrachtbuurt,A06g
"1016SH",Elandsgrachtbuurt,A06g
"1016SJ",Elandsgrachtbuurt,A06g
"1016SK",Elandsgrachtbuurt,A06g
"1016SL",Elandsgrachtbuurt,A06g
"1016SM",Elandsgrachtbuurt,A06g
"1016SN",Elandsgrachtbuurt,A06g
"1016SP",Elandsgrachtbuurt,A06g
"1016SR",Elandsgrachtbuurt,A06g
"1016ST",Elandsgrachtbuurt,A06g
"1016SV",Elandsgrachtbuurt,A06g
"1016SX",Groenmarktkadebuurt,A06i
"1016SZ",Marnixbuurt Midden,A06f
"1016TA",Groenmarktkadebuurt,A06i
"1016TB",Marnixbuurt Midden,A06f
"1016TC",Marnixbuurt Midden,A06f
"1016TD",Marnixbuurt Midden,A06f
"1016TE",Marnixbuurt Midden,A06f
"1016TG",Marnixbuurt Midden,A06f
"1016TH",Groenmarktkadebuurt,A06i
"1016TJ",Groenmarktkadebuurt,A06i
"1016TK",Groenmarktkadebuurt,A06i
"1016TL",Groenmarktkadebuurt,A06i
"1016TM",Elandsgrachtbuurt,A06g
"1016TN",Elandsgrachtbuurt,A06g
"1016TP",Elandsgrachtbuurt,A06g
"1016TR",Elandsgrachtbuurt,A06g
"1016TS",Elandsgrachtbuurt,A06g
"1016TT",Elandsgrachtbuurt,A06g
"1016TV",Elandsgrachtbuurt,A06g
"1016TW",Elandsgrachtbuurt,A06g
"1016TX",Elandsgrachtbuurt,A06g
"1016TZ",Elandsgrachtbuurt,A06g
"1016VA",Elandsgrachtbuurt,A06g
"1016VB",Elandsgrachtbuurt,A06g
"1016VC",Elandsgrachtbuurt,A06g
"1016VD",Elandsgrachtbuurt,A06g
"1016VE",Elandsgrachtbuurt,A06g
"1016VG",Elandsgrachtbuurt,A06g
"1016VH",Elandsgrachtbuurt,A06g
"1016VJ",Elandsgrachtbuurt,A06g
"1016VK",Elandsgrachtbuurt,A06g
"1016VL",Elandsgrachtbuurt,A06g
"1016VM",Elandsgrachtbuurt,A06g
"1016VN",Elandsgrachtbuurt,A06g
"1016VP",Elandsgrachtbuurt,A06g
"1016VR",Passeerdersgrachtbuurt,A06h
"1016VS",Elandsgrachtbuurt,A06g
"1016VT",Elandsgrachtbuurt,A06g
"1016VV",Elandsgrachtbuurt,A06g
"1016VW",Elandsgrachtbuurt,A06g
"1016VX",Elandsgrachtbuurt,A06g
"1016VZ",Elandsgrachtbuurt,A06g
"1016WB",Elandsgrachtbuurt,A06g
"1016WC",Passeerdersgrachtbuurt,A06h
"1016XA",Elandsgrachtbuurt,A06g
"1016XB",Passeerdersgrachtbuurt,A06h
"1016XC",Passeerdersgrachtbuurt,A06h
"1016XD",Passeerdersgrachtbuurt,A06h
"1016XE",Passeerdersgrachtbuurt,A06h
"1016XG",Passeerdersgrachtbuurt,A06h
"1016XH",Passeerdersgrachtbuurt,A06h
"1016XJ",Passeerdersgrachtbuurt,A06h
"1016XK",Marnixbuurt Zuid,A06j
"1016XL",Passeerdersgrachtbuurt,A06h
"1016XM",Passeerdersgrachtbuurt,A06h
"1016XN",Passeerdersgrachtbuurt,A06h
"1016XP",Marnixbuurt Zuid,A06j
"1016XR",Marnixbuurt Zuid,A06j
"1016XS",Marnixbuurt Zuid,A06j
"1016XT",Marnixbuurt Zuid,A06j
"1016XV",Marnixbuurt Zuid,A06j
"1016XW",Marnixbuurt Zuid,A06j
"1016XX",Marnixbuurt Zuid,A06j
"1016XZ",Passeerdersgrachtbuurt,A06h
"1016ZA",Passeerdersgrachtbuurt,A06h
"1016ZB",Passeerdersgrachtbuurt,A06h
"1017AA",Reguliersbuurt,A03f
"1017AB",Reguliersbuurt,A03f
"1017AC",Rembrandtpleinbuurt,A03e
"1017AD",Rembrandtpleinbuurt,A03e
"1017AE",Rembrandtpleinbuurt,A03e
"1017AG",Rembrandtpleinbuurt,A03e
"1017AH",Rembrandtpleinbuurt,A03e
"1017AJ",Amstelveldbuurt,A03d
"1017AK",Amstelveldbuurt,A03d
"1017AL",Amstelveldbuurt,A03d
"1017AM",Amstelveldbuurt,A03d
"1017AN",Utrechtsebuurt Zuid,A07g
"1017AP",Utrechtsebuurt Zuid,A07g
"1017AR",Frederikspleinbuurt,A07h
"1017AS",Frederikspleinbuurt,A07h
"1017AV",Leidsegracht Zuid,A03g
"1017AW",Reguliersbuurt,A03f
"1017AX",Reguliersbuurt,A03f
"1017AZ",Reguliersbuurt,A03f
"1017BA",Leidsegracht Zuid,A03g
"1017BB",Reguliersbuurt,A03f
"1017BB",Leidsegracht Zuid,A03g
"1017BC",Reguliersbuurt,A03f
"1017BD",Reguliersbuurt,A03f
"1017BE",Reguliersbuurt,A03f
"1017BG",Reguliersbuurt,A03f
"1017BH",Reguliersbuurt,A03f
"1017BJ",Reguliersbuurt,A03f
"1017BK",Reguliersbuurt,A03f
"1017BL",Reguliersbuurt,A03f
"1017BM",Gouden Bocht,A03b
"1017BN",Van Loonbuurt,A03c
"1017BP",Leidsegracht Zuid,A03g
"1017BR",Leidsegracht Zuid,A03g
"1017BR",Gouden Bocht,A03b
"1017BS",Gouden Bocht,A03b
"1017BT",Gouden Bocht,A03b
"1017BV",Gouden Bocht,A03b
"1017BW",Van Loonbuurt,A03c
"1017BX",Leidsegracht Zuid,A03g
"1017BZ",Leidsegracht Zuid,A03g
"1017CA",Spiegelbuurt,A03a
"1017CB",Van Loonbuurt,A03c
"1017CC",Van Loonbuurt,A03c
"1017CD",Rembrandtpleinbuurt,A03e
"1017CE",Rembrandtpleinbuurt,A03e
"1017CG",Amstelveldbuurt,A03d
"1017CH",Amstelveldbuurt,A03d
"1017CJ",Amstelveldbuurt,A03d
"1017CK",Reguliersbuurt,A03f
"1017CL",Reguliersbuurt,A03f
"1017CM",Reguliersbuurt,A03f
"1017CN",Reguliersbuurt,A03f
"1017CP",Reguliersbuurt,A03f
"1017CR",Reguliersbuurt,A03f
"1017CS",Van Loonbuurt,A03c
"1017CT",Rembrandtpleinbuurt,A03e
"1017CV",Rembrandtpleinbuurt,A03e
"1017CW",Rembrandtpleinbuurt,A03e
"1017CX",Rembrandtpleinbuurt,A03e
"1017CZ",Rembrandtpleinbuurt,A03e
"1017DA",Rembrandtpleinbuurt,A03e
"1017DB",Gouden Bocht,A03b
"1017DC",Van Loonbuurt,A03c
"1017DD",Van Loonbuurt,A03c
"1017DE",Spiegelbuurt,A03a
"1017DG",Spiegelbuurt,A03a
"1017DH",Spiegelbuurt,A03a
"1017DJ",Leidsegracht Zuid,A03g
"1017DK",Leidsegracht Zuid,A03g
"1017DL",Spiegelbuurt,A03a
"1017DM",Spiegelbuurt,A03a
"1017DN",Spiegelbuurt,A03a
"1017DP",Spiegelbuurt,A03a
"1017DR",Gouden Bocht,A03b
"1017DS",Van Loonbuurt,A03c
"1017DT",Van Loonbuurt,A03c
"1017DV",Amstelveldbuurt,A03d
"1017DW",Amstelveldbuurt,A03d
"1017DX",Amstelveldbuurt,A03d
"1017DZ",Amstelveldbuurt,A03d
"1017EA",Amstelveldbuurt,A03d
"1017EB",Amstelveldbuurt,A03d
"1017EC",Amstelveldbuurt,A03d
"1017ED",Amstelveldbuurt,A03d
"1017EE",Amstelveldbuurt,A03d
"1017EG",Leidsegracht Zuid,A03g
"1017EH",Leidsegracht Zuid,A03g
"1017EJ",Spiegelbuurt,A03a
"1017EK",Spiegelbuurt,A03a
"1017EL",Spiegelbuurt,A03a
"1017EM",Spiegelbuurt,A03a
"1017EN",Spiegelbuurt,A03a
"1017EP",Van Loonbuurt,A03c
"1017ER",Van Loonbuurt,A03c
"1017ES",Van Loonbuurt,A03c
"1017ET",Van Loonbuurt,A03c
"1017EV",Van Loonbuurt,A03c
"1017EW",Amstelveldbuurt,A03d
"1017EX",Amstelveldbuurt,A03d
"1017EZ",Amstelveldbuurt,A03d
"1017GA",Leidsegracht Zuid,A03g
"1017GB",Leidsegracht Zuid,A03g
"1017GC",Spiegelbuurt,A03a
"1017GD",Spiegelbuurt,A03a
"1017GE",Spiegelbuurt,A03a
"1017GG",Spiegelbuurt,A03a
"1017GH",Van Loonbuurt,A03c
"1017GJ",Van Loonbuurt,A03c
"1017GK",Van Loonbuurt,A03c
"1017GL",Leidsegracht Zuid,A03g
"1017GM",Spiegelbuurt,A03a
"1017GN",Spiegelbuurt,A03a
"1017GP",Spiegelbuurt,A03a
"1017GR",Van Loonbuurt,A03c
"1017GS",Van Loonbuurt,A03c
"1017GT",Van Loonbuurt,A03c
"1017GV",Van Loonbuurt,A03c
"1017GW",Van Loonbuurt,A03c
"1017GX",Van Loonbuurt,A03c
"1017GZ",Van Loonbuurt,A03c
"1017HA",Van Loonbuurt,A03c
"1017HB",Van Loonbuurt,A03c
"1017HC",Van Loonbuurt,A03c
"1017HD",Reguliersbuurt,A03f
"1017HE",Van Loonbuurt,A03c
"1017HG",Van Loonbuurt,A03c
"1017HH",Van Loonbuurt,A03c
"1017HJ",Van Loonbuurt,A03c
"1017HK",Gouden Bocht,A03b
"1017HL",Van Loonbuurt,A03c
"1017HM",Weteringbuurt,A07e
"1017HN",Weteringbuurt,A07e
"1017HP",Weteringbuurt,A07e
"1017HR",Weteringbuurt,A07e
"1017HS",Weteringbuurt,A07e
"1017HT",Den Texbuurt,A07f
"1017HV",Amstelveldbuurt,A03d
"1017HW",Amstelveldbuurt,A03d
"1017HX",Amstelveldbuurt,A03d
"1017HZ",Amstelveldbuurt,A03d
"1017JA",Amstelveldbuurt,A03d
"1017JB",Amstelveldbuurt,A03d
"1017JC",Amstelveldbuurt,A03d
"1017JD",Amstelveldbuurt,A03d
"1017JE",Amstelveldbuurt,A03d
"1017JG",Amstelveldbuurt,A03d
"1017JH",Amstelveldbuurt,A03d
"1017JJ",Amstelveldbuurt,A03d
"1017JK",Amstelveldbuurt,A03d
"1017JL",Utrechtsebuurt Zuid,A07g
"1017JM",Utrechtsebuurt Zuid,A07g
"1017JN",Utrechtsebuurt Zuid,A07g
"1017JP",Weteringbuurt,A07e
"1017JR",Leidsebuurt Noordoost,A07c
"1017JS",Leidsebuurt Noordoost,A07c
"1017JT",Leidsegracht Zuid,A03g
"1017JV",Leidsegracht Zuid,A03g
"1017JW",Spiegelbuurt,A03a
"1017JX",Spiegelbuurt,A03a
"1017JZ",Spiegelbuurt,A03a
"1017KA",Spiegelbuurt,A03a
"1017KB",Van Loonbuurt,A03c
"1017KC",Van Loonbuurt,A03c
"1017KD",Van Loonbuurt,A03c
"1017KE",Leidsebuurt Noordoost,A07c
"1017KG",Leidsebuurt Noordoost,A07c
"1017KH",Leidsebuurt Noordoost,A07c
"1017KJ",Leidsebuurt Noordoost,A07c
"1017KK",Leidsebuurt Noordoost,A07c
"1017KL",Van Loonbuurt,A03c
"1017KM",Van Loonbuurt,A03c
"1017KN",Van Loonbuurt,A03c
"1017KP",Van Loonbuurt,A03c
"1017KR",Weteringbuurt,A07e
"1017KS",Weteringbuurt,A07e
"1017KT",Weteringbuurt,A07e
"1017KV",Weteringbuurt,A07e
"1017KW",Weteringbuurt,A07e
"1017KX",Weteringbuurt,A07e
"1017KZ",Weteringbuurt,A07e
"1017LA",Weteringbuurt,A07e
"1017LB",Weteringbuurt,A07e
"1017LC",Weteringbuurt,A07e
"1017LD",Utrechtsebuurt Zuid,A07g
"1017LE",Utrechtsebuurt Zuid,A07g
"1017LG",Utrechtsebuurt Zuid,A07g
"1017LH",Utrechtsebuurt Zuid,A07g
"1017LJ",Amstelveldbuurt,A03d
"1017LK",Amstelveldbuurt,A03d
"1017LL",Amstelveldbuurt,A03d
"1017LM",Utrechtsebuurt Zuid,A07g
"1017LN",Utrechtsebuurt Zuid,A07g
"1017LP",Frederikspleinbuurt,A07h
"1017LR",Van Loonbuurt,A03c
"1017LS",Van Loonbuurt,A03c
"1017LT",Van Loonbuurt,A03c
"1017LV",Van Loonbuurt,A03c
"1017LW",Weteringbuurt,A07e
"1017LX",Weteringbuurt,A07e
"1017LZ",Den Texbuurt,A07f
"1017MA",Leidsebuurt Zuidoost,A07d
"1017MB",Leidsebuurt Zuidoost,A07d
"1017MC",Leidsebuurt Zuidoost,A07d
"1017NA",Leidsegracht Zuid,A03g
"1017NB",Leidsegracht Zuid,A03g
"1017NC",Leidsebuurt Noordwest,A07a
"1017ND",Leidsebuurt Zuidwest,A07b
"1017NE",Leidsebuurt Noordoost,A07c
"1017NG",Leidsebuurt Noordoost,A07c
"1017NH",Leidsebuurt Noordoost,A07c
"1017NJ",Leidsebuurt Noordoost,A07c
"1017NK",Leidsebuurt Noordoost,A07c
"1017NL",Leidsebuurt Noordwest,A07a
"1017NM",Leidsebuurt Noordoost,A07c
"1017NN",Leidsebuurt Noordoost,A07c
"1017NP",Leidsebuurt Noordoost,A07c
"1017NR",Leidsebuurt Noordoost,A07c
"1017NS",Spiegelbuurt,A03a
"1017NT",Spiegelbuurt,A03a
"1017NV",Spiegelbuurt,A03a
"1017NX",Spiegelbuurt,A03a
"1017NZ",Leidsebuurt Noordoost,A07c
"1017PA",Leidsegracht Zuid,A03g
"1017PB",Leidsegracht Zuid,A03g
"1017PC",Leidsegracht Zuid,A03g
"1017PD",Leidsegracht Zuid,A03g
"1017PE",Leidsebuurt Noordwest,A07a
"1017PG",Leidsebuurt Noordwest,A07a
"1017PH",Leidsebuurt Noordwest,A07a
"1017PJ",Leidsebuurt Zuidwest,A07b
"1017PK",Leidsebuurt Zuidwest,A07b
"1017PL",Leidsebuurt Zuidwest,A07b
"1017PM",Leidsebuurt Zuidwest,A07b
"1017PN",Leidsebuurt Zuidwest,A07b
"1017PP",Leidsebuurt Zuidoost,A07d
"1017PR",Leidsebuurt Noordoost,A07c
"1017PS",Leidsebuurt Noordoost,A07c
"1017PT",Leidsebuurt Noordwest,A07a
"1017PV",Leidsebuurt Noordwest,A07a
"1017PW",Leidsebuurt Noordwest,A07a
"1017PX",Leidsebuurt Noordoost,A07c
"1017PZ",Leidsebuurt Noordoost,A07c
"1017RA",Leidsebuurt Noordoost,A07c
"1017RB",Leidsebuurt Noordoost,A07c
"1017RC",Leidsebuurt Noordwest,A07a
"1017RD",Leidsebuurt Noordoost,A07c
"1017RE",Leidsebuurt Noordoost,A07c
"1017RG",Leidsebuurt Noordoost,A07c
"1017RH",Leidsebuurt Noordoost,A07c
"1017RJ",Leidsebuurt Noordoost,A07c
"1017RK",Leidsebuurt Noordoost,A07c
"1017RL",Leidsebuurt Noordoost,A07c
"1017RM",Weteringbuurt,A07e
"1017RN",Weteringbuurt,A07e
"1017RP",Leidsebuurt Noordoost,A07c
"1017RR",Leidsebuurt Zuidoost,A07d
"1017RS",Leidsebuurt Zuidoost,A07d
"1017RT",Leidsebuurt Zuidoost,A07d
"1017RV",Leidsebuurt Zuidoost,A07d
"1017RW",Leidsebuurt Zuidoost,A07d
"1017RX",Leidsebuurt Zuidoost,A07d
"1017RZ",Den Texbuurt,A07f
"1017SB",Den Texbuurt,A07f
"1017SC",Den Texbuurt,A07f
"1017SE",Den Texbuurt,A07f
"1017SG",Leidsebuurt Zuidoost,A07d
"1017SH",Den Texbuurt,A07f
"1017SJ",Den Texbuurt,A07f
"1017SK",Den Texbuurt,A07f
"1017SL",Weteringbuurt,A07e
"1017SM",Weteringbuurt,A07e
"1017SN",Weteringbuurt,A07e
"1017SP",Weteringbuurt,A07e
"1017SR",Weteringbuurt,A07e
"1017ST",Weteringbuurt,A07e
"1017SV",Weteringbuurt,A07e
"1017SW",Weteringbuurt,A07e
"1017SX",Weteringbuurt,A07e
"1017SZ",Weteringbuurt,A07e
"1017TA",Weteringbuurt,A07e
"1017TB",Weteringbuurt,A07e
"1017TC",Weteringbuurt,A07e
"1017TD",Weteringbuurt,A07e
"1017TE",Weteringbuurt,A07e
"1017TG",Weteringbuurt,A07e
"1017TH",Weteringbuurt,A07e
"1017TJ",Weteringbuurt,A07e
"1017TK",Weteringbuurt,A07e
"1017TL",Weteringbuurt,A07e
"1017TM",Weteringbuurt,A07e
"1017TN",Weteringbuurt,A07e
"1017TP",Weteringbuurt,A07e
"1017TR",Weteringbuurt,A07e
"1017TS",Weteringbuurt,A07e
"1017TT",Weteringbuurt,A07e
"1017TV",Weteringbuurt,A07e
"1017TW",Weteringbuurt,A07e
"1017TX",Weteringbuurt,A07e
"1017TZ",Weteringbuurt,A07e
"1017VA",Weteringbuurt,A07e
"1017VB",Weteringbuurt,A07e
"1017VC",Weteringbuurt,A07e
"1017VD",Weteringbuurt,A07e
"1017VE",Weteringbuurt,A07e
"1017VG",Weteringbuurt,A07e
"1017VH",Amstelveldbuurt,A03d
"1017VJ",Amstelveldbuurt,A03d
"1017VK",Amstelveldbuurt,A03d
"1017VL",Amstelveldbuurt,A03d
"1017VM",Utrechtsebuurt Zuid,A07g
"1017VN",Rembrandtpleinbuurt,A03e
"1017VP",Amstelveldbuurt,A03d
"1017VR",Amstelveldbuurt,A03d
"1017VS",Amstelveldbuurt,A03d
"1017VT",Utrechtsebuurt Zuid,A07g
"1017VV",Utrechtsebuurt Zuid,A07g
"1017VW",Frederikspleinbuurt,A07h
"1017VX",Frederikspleinbuurt,A07h
"1017VZ",Frederikspleinbuurt,A07h
"1017WB",Utrechtsebuurt Zuid,A07g
"1017WC",Utrechtsebuurt Zuid,A07g
"1017WD",Utrechtsebuurt Zuid,A07g
"1017WE",Utrechtsebuurt Zuid,A07g
"1017WG",Utrechtsebuurt Zuid,A07g
"1017WH",Utrechtsebuurt Zuid,A07g
"1017WJ",Utrechtsebuurt Zuid,A07g
"1017WK",Utrechtsebuurt Zuid,A07g
"1017WL",Utrechtsebuurt Zuid,A07g
"1017WN",Utrechtsebuurt Zuid,A07g
"1017WP",Frederikspleinbuurt,A07h
"1017WS",Frederikspleinbuurt,A07h
"1017WT",Frederikspleinbuurt,A07h
"1017WV",Frederikspleinbuurt,A07h
"1017WZ",Weteringbuurt,A07e
"1017XA",Weteringbuurt,A07e
"1017XB",Weteringbuurt,A07e
"1017XC",Weteringbuurt,A07e
"1017XD",Den Texbuurt,A07f
"1017XE",Den Texbuurt,A07f
"1017XG",Den Texbuurt,A07f
"1017XH",Den Texbuurt,A07f
"1017XJ",Frederikspleinbuurt,A07h
"1017XK",Utrechtsebuurt Zuid,A07g
"1017XL",Frederikspleinbuurt,A07h
"1017XM",Utrechtsebuurt Zuid,A07g
"1017XN",Utrechtsebuurt Zuid,A07g
"1017XP",Frederikspleinbuurt,A07h
"1017XR",Den Texbuurt,A07f
"1017XS",Den Texbuurt,A07f
"1017XT",Den Texbuurt,A07f
"1017XV",Frederikspleinbuurt,A07h
"1017XW",Den Texbuurt,A07f
"1017XX",Den Texbuurt,A07f
"1017XZ",Den Texbuurt,A07f
"1017ZA",Den Texbuurt,A07f
"1017ZB",Den Texbuurt,A07f
"1017ZC",Den Texbuurt,A07f
"1017ZD",Den Texbuurt,A07f
"1017ZE",Frederikspleinbuurt,A07h
"1017ZG",Frederikspleinbuurt,A07h
"1017ZH",Den Texbuurt,A07f
"1017ZJ",Frederikspleinbuurt,A07h
"1017ZK",Frederikspleinbuurt,A07h
"1017ZL",Frederikspleinbuurt,A07h
"1017ZM",Frederikspleinbuurt,A07h
"1017ZN",Frederikspleinbuurt,A07h
"1017ZP",Frederikspleinbuurt,A07h
"1017ZR",Den Texbuurt,A07f
"1017ZS",Den Texbuurt,A07f
"1017ZT",Frederikspleinbuurt,A07h
"1017ZV",Frederikspleinbuurt,A07h
"1017ZW",Den Texbuurt,A07f
"1017ZX",Weteringbuurt,A07e
"1018AA",Kadijken,A09i
"1018AB",Kadijken,A09i
"1018AC",Kadijken,A09i
"1018AD",Kadijken,A09i
"1018AE",Kadijken,A09i
"1018AG",Kazernebuurt,A09h
"1018AH",Het Funen,A09f
"1018AJ",Het Funen,A09f
"1018AK",Het Funen,A09f
"1018AL",Kazernebuurt,A09h
"1018AM",Het Funen,A09f
"1018AN",Sarphatistrook,A08b
"1018AP",Het Funen,A09f
"1018AR",Wittenburg,A09c
"1018AS",Wittenburg,A09c
"1018AT",Kadijken,A09i
"1018AV",Kazernebuurt,A09h
"1018AW",Kadijken,A09i
"1018AX",Kadijken,A09i
"1018AZ",Kadijken,A09i
"1018BA",Kadijken,A09i
"1018BB",Kadijken,A09i
"1018BC",Kadijken,A09i
"1018BD",Kadijken,A09i
"1018BE",Kadijken,A09i
"1018BG",Kadijken,A09i
"1018BH",Kadijken,A09i
"1018BJ",Kadijken,A09i
"1018BK",Kadijken,A09i
"1018BL",Kadijken,A09i
"1018BM",Kadijken,A09i
"1018BN",Kadijken,A09i
"1018BP",Kadijken,A09i
"1018BR",Kadijken,A09i
"1018BS",Kadijken,A09i
"1018BT",Kadijken,A09i
"1018BV",Kadijken,A09i
"1018BW",Kadijken,A09i
"1018BX",Kadijken,A09i
"1018BZ",de Plantage,A08d
"1018CC",Alexanderplein e.o.,A08e
"1018CD",Alexanderplein e.o.,A08e
"1018CE",Alexanderplein e.o.,A08e
"1018CG",Alexanderplein e.o.,A08e
"1018CH",Alexanderplein e.o.,A08e
"1018CK",Alexanderplein e.o.,A08e
"1018CL",Alexanderplein e.o.,A08e
"1018CM",de Plantage,A08d
"1018CN",de Plantage,A08d
"1018CP",de Plantage,A08d
"1018CR",de Plantage,A08d
"1018CS",de Plantage,A08d
"1018CT",de Plantage,A08d
"1018CV",de Plantage,A08d
"1018CW",de Plantage,A08d
"1018CX",de Plantage,A08d
"1018CZ",de Plantage,A08d
"1018DA",de Plantage,A08d
"1018DB",de Plantage,A08d
"1018DC",de Plantage,A08d
"1018DD",de Plantage,A08d
"1018DE",de Plantage,A08d
"1018DG",de Plantage,A08d
"1018DH",de Plantage,A08d
"1018DJ",de Plantage,A08d
"1018DK",de Plantage,A08d
"1018DL",de Plantage,A08d
"1018DM",de Plantage,A08d
"1018DN",Weesperbuurt,A08a
"1018DP",Weesperbuurt,A08a
"1018DR",Weesperbuurt,A08a
"1018DS",Weesperbuurt,A08a
"1018DT",Weesperbuurt,A08a
"1018DV",de Plantage,A08d
"1018DW",Weesperbuurt,A08a
"1018DX",Weesperbuurt,A08a
"1018DZ",Weesperbuurt,A08a
"1018EA",Weesperbuurt,A08a
"1018EB",Weesperbuurt,A08a
"1018EC",Weesperbuurt,A08a
"1018ED",Weesperbuurt,A08a
"1018EE",Weesperbuurt,A08a
"1018EG",Weesperbuurt,A08a
